full_text,case_folding,clean_review,normalization,token,stop_review,stem_review,prepos_text,polarity_score,polarity
Berikut Ini Kandungan Berbahaya dalam Skincare dan Kosmetik yang Dirilis BPOM https://t.co/wkKSZo4N5u https://t.co/6F2P0GDYbA,berikut ini kandungan berbahaya dalam skincare dan kosmetik yang dirilis bpom https://t.co/wkkszo4n5u https://t.co/6f2p0gdyba,berikut ini kandungan berbahaya dalam skincare dan kosmetik yang dirilis bpom ,berikut ini kandungan berbahaya dalam skincare dan kosmetik yang dirilis bpom,"['berikut', 'ini', 'kandungan', 'berbahaya', 'dalam', 'skincare', 'dan', 'kosmetik', 'yang', 'dirilis', 'bpom']","['kandungan', 'berbahaya', 'skincare', 'kosmetik', 'dirilis', 'bpom']",kandung bahaya skincare kosmetik rilis bpom,"['kandung', 'bahaya', 'skincare', 'kosmetik', 'rilis', 'bpom']",-2,-1
2400 Skincare dari Klinik Kecantikan yang Berbahaya Disita BPOM Hati-hati Bun! https://t.co/yYlzM9iqug,2400 skincare dari klinik kecantikan yang berbahaya disita bpom hati-hati bun! https://t.co/yylzm9iqug, skincare dari klinik kecantikan yang berbahaya disita bpom hati bun ,skincare dari klinik kecantikan yang berbahaya disita bpom hati bun,"['skincare', 'dari', 'klinik', 'kecantikan', 'yang', 'berbahaya', 'disita', 'bpom', 'hati', 'bun']","['skincare', 'klinik', 'kecantikan', 'berbahaya', 'disita', 'bpom', 'hati', 'bun']",skincare klinik cantik bahaya sita bpom hati bun,"['skincare', 'klinik', 'cantik', 'bahaya', 'sita', 'bpom', 'hati', 'bun']",-7,-1
BPOM RI hentikan sementara produksi skincare di Bandung karena pelanggaran etiket biru. Skincare ini mengandung bahan berbahaya termasuk merkuri. https://t.co/JdhZOyFJaJ,bpom ri hentikan sementara produksi skincare di bandung karena pelanggaran etiket biru. skincare ini mengandung bahan berbahaya termasuk merkuri. https://t.co/jdhzoyfjaj,bpom ri hentikan sementara produksi skincare di bandung karena pelanggaran etiket biru skincare ini mengandung bahan berbahaya termasuk merkuri ,bpom ri hentikan sementara produksi skincare di bandung karena pelanggaran etiket biru skincare ini mengandung bahan berbahaya termasuk merkuri,"['bpom', 'ri', 'hentikan', 'sementara', 'produksi', 'skincare', 'di', 'bandung', 'karena', 'pelanggaran', 'etiket', 'biru', 'skincare', 'ini', 'mengandung', 'bahan', 'berbahaya', 'termasuk', 'merkuri']","['bpom', 'ri', 'hentikan', 'produksi', 'skincare', 'bandung', 'pelanggaran', 'etiket', 'biru', 'skincare', 'mengandung', 'bahan', 'berbahaya', 'merkuri']",bpom ri henti produksi skincare bandung langgar etiket biru skincare kandung bahan bahaya merkuri,"['bpom', 'ri', 'henti', 'produksi', 'skincare', 'bandung', 'langgar', 'etiket', 'biru', 'skincare', 'kandung', 'bahan', 'bahaya', 'merkuri']",-13,-1
Sejumlah skincare dan kosmetik ilegal serta yang mengandung bahan berbahaya diamankan Badan Pengawas Obat dan Makanan RI (BPOM) dari klinik kecantikan. https://t.co/Df3ToZOd60,sejumlah skincare dan kosmetik ilegal serta yang mengandung bahan berbahaya diamankan badan pengawas obat dan makanan ri (bpom) dari klinik kecantikan. https://t.co/df3tozod60,sejumlah skincare dan kosmetik ilegal serta yang mengandung bahan berbahaya diamankan badan pengawas obat dan makanan ri bpom dari klinik kecantikan ,sejumlah skincare dan kosmetik ilegal serta yang mengandung bahan berbahaya diamankan badan pengawas obat dan makanan ri bpom dari klinik kecantikan,"['sejumlah', 'skincare', 'dan', 'kosmetik', 'ilegal', 'serta', 'yang', 'mengandung', 'bahan', 'berbahaya', 'diamankan', 'badan', 'pengawas', 'obat', 'dan', 'makanan', 'ri', 'bpom', 'dari', 'klinik', 'kecantikan']","['skincare', 'kosmetik', 'ilegal', 'mengandung', 'bahan', 'berbahaya', 'diamankan', 'badan', 'pengawas', 'obat', 'makanan', 'ri', 'bpom', 'klinik', 'kecantikan']",skincare kosmetik ilegal kandung bahan bahaya aman badan awas obat makan ri bpom klinik cantik,"['skincare', 'kosmetik', 'ilegal', 'kandung', 'bahan', 'bahaya', 'aman', 'badan', 'awas', 'obat', 'makan', 'ri', 'bpom', 'klinik', 'cantik']",-15,-1
Berikut ini simak daftar 180 jenis skincare berbahaya yang mengandung merkuri. Daftar berikut terdiri dari 135 skincare wanita dan 46 skincare pria seperti yang diumumkan oleh Badan Pengawas Obat dan Makanan (BPOM RI). https://t.co/CCyKfkZqzs,berikut ini simak daftar 180 jenis skincare berbahaya yang mengandung merkuri. daftar berikut terdiri dari 135 skincare wanita dan 46 skincare pria seperti yang diumumkan oleh badan pengawas obat dan makanan (bpom ri). https://t.co/ccykfkzqzs,berikut ini simak daftar jenis skincare berbahaya yang mengandung merkuri daftar berikut terdiri dari skincare wanita dan skincare pria seperti yang diumumkan oleh badan pengawas obat dan makanan bpom ri ,berikut ini simak daftar jenis skincare berbahaya yang mengandung merkuri daftar berikut terdiri dari skincare wanita dan skincare pria seperti yang diumumkan oleh badan pengawas obat dan makanan bpom ri,"['berikut', 'ini', 'simak', 'daftar', 'jenis', 'skincare', 'berbahaya', 'yang', 'mengandung', 'merkuri', 'daftar', 'berikut', 'terdiri', 'dari', 'skincare', 'wanita', 'dan', 'skincare', 'pria', 'seperti', 'yang', 'diumumkan', 'oleh', 'badan', 'pengawas', 'obat', 'dan', 'makanan', 'bpom', 'ri']","['simak', 'daftar', 'jenis', 'skincare', 'berbahaya', 'mengandung', 'merkuri', 'daftar', 'skincare', 'wanita', 'skincare', 'pria', 'diumumkan', 'badan', 'pengawas', 'obat', 'makanan', 'bpom', 'ri']",simak daftar jenis skincare bahaya kandung merkuri daftar skincare wanita skincare pria umum badan awas obat makan bpom ri,"['simak', 'daftar', 'jenis', 'skincare', 'bahaya', 'kandung', 'merkuri', 'daftar', 'skincare', 'wanita', 'skincare', 'pria', 'umum', 'badan', 'awas', 'obat', 'makan', 'bpom', 'ri']",-15,-1
BPOM merilis daftar terbaru kosmetik ilegal yang berbahaya dan bisa memicu kanker. Berikut daftar 18 produk tersebut. https://t.co/nzrxo7AHAx,bpom merilis daftar terbaru kosmetik ilegal yang berbahaya dan bisa memicu kanker. berikut daftar 18 produk tersebut. https://t.co/nzrxo7ahax,bpom merilis daftar terbaru kosmetik ilegal yang berbahaya dan bisa memicu kanker berikut daftar produk tersebut ,bpom merilis daftar terbaru kosmetik ilegal yang berbahaya dan bisa memicu kanker berikut daftar produk tersebut,"['bpom', 'merilis', 'daftar', 'terbaru', 'kosmetik', 'ilegal', 'yang', 'berbahaya', 'dan', 'bisa', 'memicu', 'kanker', 'berikut', 'daftar', 'produk', 'tersebut']","['bpom', 'merilis', 'daftar', 'terbaru', 'kosmetik', 'ilegal', 'berbahaya', 'memicu', 'kanker', 'daftar', 'produk']",bpom rilis daftar baru kosmetik ilegal bahaya picu kanker daftar produk,"['bpom', 'rilis', 'daftar', 'baru', 'kosmetik', 'ilegal', 'bahaya', 'picu', 'kanker', 'daftar', 'produk']",-3,-1
Pak presiden dan wapres @prabowo @gibran_tweet @DivHumas_Polri tolong dong di basmi tuntas #mafiaskincare di indonesia ini. Kenapa @BPOM_RI terkesan enggan dan lambat mereview semua skincare yg sedang viral dgn overclaim dan berbahaya. Kupas tuntas dan hukum semua magia skincare.,pak presiden dan wapres @prabowo @gibran_tweet @divhumas_polri tolong dong di basmi tuntas #mafiaskincare di indonesia ini. kenapa @bpom_ri terkesan enggan dan lambat mereview semua skincare yg sedang viral dgn overclaim dan berbahaya. kupas tuntas dan hukum semua magia skincare.,pak presiden dan wapres tolong dong di basmi tuntas di indonesia ini kenapa terkesan enggan dan lambat mereview semua skincare yg sedang viral dgn overclaim dan berbahaya kupas tuntas dan hukum semua magia skincare ,pak presiden dan wapres tolong dong di basmi tuntas di indonesia ini kenapa terkesan enggan dan lambat mereview semua skincare yang sedang viral dengan overclaim dan berbahaya kupas tuntas dan hukum semua magia skincare,"['pak', 'presiden', 'dan', 'wapres', 'tolong', 'dong', 'di', 'basmi', 'tuntas', 'di', 'indonesia', 'ini', 'kenapa', 'terkesan', 'enggan', 'dan', 'lambat', 'mereview', 'semua', 'skincare', 'yang', 'sedang', 'viral', 'dengan', 'overclaim', 'dan', 'berbahaya', 'kupas', 'tuntas', 'dan', 'hukum', 'semua', 'magia', 'skincare']","['presiden', 'wapres', 'tolong', 'basmi', 'tuntas', 'indonesia', 'terkesan', 'enggan', 'lambat', 'mereview', 'skincare', 'viral', 'overclaim', 'berbahaya', 'kupas', 'tuntas', 'hukum', 'magia', 'skincare']",presiden wapres tolong basmi tuntas indonesia kes enggan lambat mereview skincare viral overclaim bahaya kupas tuntas hukum magia skincare,"['presiden', 'wapres', 'tolong', 'basmi', 'tuntas', 'indonesia', 'kes', 'enggan', 'lambat', 'mereview', 'skincare', 'viral', 'overclaim', 'bahaya', 'kupas', 'tuntas', 'hukum', 'magia', 'skincare']",-3,-1
BPOM RI menemukan sebanyak 5.937 produk kosmetik di klinik kecantikan yang mengandung bahan berbahaya. Berikut daftar kandungannya. https://t.co/9LxbA9tC81,bpom ri menemukan sebanyak 5.937 produk kosmetik di klinik kecantikan yang mengandung bahan berbahaya. berikut daftar kandungannya. https://t.co/9lxba9tc81,bpom ri menemukan sebanyak produk kosmetik di klinik kecantikan yang mengandung bahan berbahaya berikut daftar kandungannya ,bpom ri menemukan sebanyak produk kosmetik di klinik kecantikan yang mengandung bahan berbahaya berikut daftar kandungannya,"['bpom', 'ri', 'menemukan', 'sebanyak', 'produk', 'kosmetik', 'di', 'klinik', 'kecantikan', 'yang', 'mengandung', 'bahan', 'berbahaya', 'berikut', 'daftar', 'kandungannya']","['bpom', 'ri', 'menemukan', 'produk', 'kosmetik', 'klinik', 'kecantikan', 'mengandung', 'bahan', 'berbahaya', 'daftar', 'kandungannya']",bpom ri temu produk kosmetik klinik cantik kandung bahan bahaya daftar kandung,"['bpom', 'ri', 'temu', 'produk', 'kosmetik', 'klinik', 'cantik', 'kandung', 'bahan', 'bahaya', 'daftar', 'kandung']",-7,-1
18 Merek Lipstik Hingga Eyeshadow Ini Disebut BPOM Ilegal Memicu Kanker BPOM merilis daftar terbaru kosmetik ilegal yang berbahaya dan bisa memicu kanker. Berikut daftar 18 produk tersebut. &gt;&gt; https://t.co/MQgqoMRWrD #Wolipop,18 merek lipstik hingga eyeshadow ini disebut bpom ilegal memicu kanker bpom merilis daftar terbaru kosmetik ilegal yang berbahaya dan bisa memicu kanker. berikut daftar 18 produk tersebut. &gt;&gt; https://t.co/mqgqomrwrd #wolipop, merek lipstik hingga eyeshadow ini disebut bpom ilegal memicu kanker bpom merilis daftar terbaru kosmetik ilegal yang berbahaya dan bisa memicu kanker berikut daftar produk tersebut gt gt ,merek lipstik hingga eyeshadow ini disebut bpom ilegal memicu kanker bpom merilis daftar terbaru kosmetik ilegal yang berbahaya dan bisa memicu kanker berikut daftar produk tersebut begitu begitu,"['merek', 'lipstik', 'hingga', 'eyeshadow', 'ini', 'disebut', 'bpom', 'ilegal', 'memicu', 'kanker', 'bpom', 'merilis', 'daftar', 'terbaru', 'kosmetik', 'ilegal', 'yang', 'berbahaya', 'dan', 'bisa', 'memicu', 'kanker', 'berikut', 'daftar', 'produk', 'tersebut', 'begitu', 'begitu']","['merek', 'lipstik', 'eyeshadow', 'bpom', 'ilegal', 'memicu', 'kanker', 'bpom', 'merilis', 'daftar', 'terbaru', 'kosmetik', 'ilegal', 'berbahaya', 'memicu', 'kanker', 'daftar', 'produk']",merek lipstik eyeshadow bpom ilegal picu kanker bpom rilis daftar baru kosmetik ilegal bahaya picu kanker daftar produk,"['merek', 'lipstik', 'eyeshadow', 'bpom', 'ilegal', 'picu', 'kanker', 'bpom', 'rilis', 'daftar', 'baru', 'kosmetik', 'ilegal', 'bahaya', 'picu', 'kanker', 'daftar', 'produk']",-3,-1
BPOM merilis daftar terbaru kosmetik ilegal yang berbahaya dan bisa memicu kanker. Berikut daftar 18 produk tersebut. https://t.co/1lqaxbBYNK,bpom merilis daftar terbaru kosmetik ilegal yang berbahaya dan bisa memicu kanker. berikut daftar 18 produk tersebut. https://t.co/1lqaxbbynk,bpom merilis daftar terbaru kosmetik ilegal yang berbahaya dan bisa memicu kanker berikut daftar produk tersebut ,bpom merilis daftar terbaru kosmetik ilegal yang berbahaya dan bisa memicu kanker berikut daftar produk tersebut,"['bpom', 'merilis', 'daftar', 'terbaru', 'kosmetik', 'ilegal', 'yang', 'berbahaya', 'dan', 'bisa', 'memicu', 'kanker', 'berikut', 'daftar', 'produk', 'tersebut']","['bpom', 'merilis', 'daftar', 'terbaru', 'kosmetik', 'ilegal', 'berbahaya', 'memicu', 'kanker', 'daftar', 'produk']",bpom rilis daftar baru kosmetik ilegal bahaya picu kanker daftar produk,"['bpom', 'rilis', 'daftar', 'baru', 'kosmetik', 'ilegal', 'bahaya', 'picu', 'kanker', 'daftar', 'produk']",-3,-1
BPOM RI belum lama ini mengamankan 51.791 kosmetik ilegal dari 731 klinik kecantikan. Beberapa di antaranya merupakan skincare beretiket biru. https://t.co/IYIYHXaE4w,bpom ri belum lama ini mengamankan 51.791 kosmetik ilegal dari 731 klinik kecantikan. beberapa di antaranya merupakan skincare beretiket biru. https://t.co/iyiyhxae4w,bpom ri belum lama ini mengamankan kosmetik ilegal dari klinik kecantikan beberapa di antaranya merupakan skincare beretiket biru ,bpom ri belum lama ini mengamankan kosmetik ilegal dari klinik kecantikan beberapa di antaranya merupakan skincare beretiket biru,"['bpom', 'ri', 'belum', 'lama', 'ini', 'mengamankan', 'kosmetik', 'ilegal', 'dari', 'klinik', 'kecantikan', 'beberapa', 'di', 'antaranya', 'merupakan', 'skincare', 'beretiket', 'biru']","['bpom', 'ri', 'mengamankan', 'kosmetik', 'ilegal', 'klinik', 'kecantikan', 'skincare', 'beretiket', 'biru']",bpom ri aman kosmetik ilegal klinik cantik skincare etiket biru,"['bpom', 'ri', 'aman', 'kosmetik', 'ilegal', 'klinik', 'cantik', 'skincare', 'etiket', 'biru']",-2,-1
Polda Sulawesi Selatan menyita produk kosmetik atau skincare milik Mira Hayati dan NRL dan menyerahkan ke BPOM RI untuk mendeteksi adanya kandungan zat kimia berbahaya termasuk merkuri. https://t.co/brBaGO7zVf #IDNTimesSulsel https://t.co/C5dg8LAbGq,polda sulawesi selatan menyita produk kosmetik atau skincare milik mira hayati dan nrl dan menyerahkan ke bpom ri untuk mendeteksi adanya kandungan zat kimia berbahaya termasuk merkuri. https://t.co/brbago7zvf #idntimessulsel https://t.co/c5dg8labgq,polda sulawesi selatan menyita produk kosmetik atau skincare milik mira hayati dan nrl dan menyerahkan ke bpom ri untuk mendeteksi adanya kandungan zat kimia berbahaya termasuk merkuri ,polda sulawesi selatan menyita produk kosmetik atau skincare milik mira hayati dan nrl dan menyerahkan ke bpom ri untuk mendeteksi adanya kandungan zat kimia berbahaya termasuk merkuri,"['polda', 'sulawesi', 'selatan', 'menyita', 'produk', 'kosmetik', 'atau', 'skincare', 'milik', 'mira', 'hayati', 'dan', 'nrl', 'dan', 'menyerahkan', 'ke', 'bpom', 'ri', 'untuk', 'mendeteksi', 'adanya', 'kandungan', 'zat', 'kimia', 'berbahaya', 'termasuk', 'merkuri']","['polda', 'sulawesi', 'selatan', 'menyita', 'produk', 'kosmetik', 'skincare', 'milik', 'mira', 'hayati', 'nrl', 'menyerahkan', 'bpom', 'ri', 'mendeteksi', 'kandungan', 'zat', 'kimia', 'berbahaya', 'merkuri']",polda sulawesi selatan sita produk kosmetik skincare milik mira hayati nrl serah bpom ri deteksi kandung zat kimia bahaya merkuri,"['polda', 'sulawesi', 'selatan', 'sita', 'produk', 'kosmetik', 'skincare', 'milik', 'mira', 'hayati', 'nrl', 'serah', 'bpom', 'ri', 'deteksi', 'kandung', 'zat', 'kimia', 'bahaya', 'merkuri']",-2,-1
Ko bisa yah skincare ada orang dalam BPOM padahal kan berbahaya banget #HeniSagaraMafiaSkincare Usut Kosmetik Ilegal https://t.co/QYnwK27x7S,ko bisa yah skincare ada orang dalam bpom padahal kan berbahaya banget #henisagaramafiaskincare usut kosmetik ilegal https://t.co/qynwk27x7s,ko bisa yah skincare ada orang dalam bpom padahal kan berbahaya banget usut kosmetik ilegal ,kok bisa ya skincare ada orang dalam bpom padahal kan berbahaya banget usut kosmetik ilegal,"['kok', 'bisa', 'ya', 'skincare', 'ada', 'orang', 'dalam', 'bpom', 'padahal', 'kan', 'berbahaya', 'banget', 'usut', 'kosmetik', 'ilegal']","['skincare', 'orang', 'bpom', 'berbahaya', 'usut', 'kosmetik', 'ilegal']",skincare orang bpom bahaya usut kosmetik ilegal,"['skincare', 'orang', 'bpom', 'bahaya', 'usut', 'kosmetik', 'ilegal']",-5,-1
yaa aneh juga bpom sbenernya malah ngelarang review produk yg bisa aja mreka juga kecolongan. pdhal bnyak juga yg udh bpom tapi terbukti pake bahan berbahaya? gak cuma skincare yaa tapi obat2an susu formula bpom sering kecolongan. nah perlindungan konsumennya mana?,yaa aneh juga bpom sbenernya malah ngelarang review produk yg bisa aja mreka juga kecolongan. pdhal bnyak juga yg udh bpom tapi terbukti pake bahan berbahaya? gak cuma skincare yaa tapi obat2an susu formula bpom sering kecolongan. nah perlindungan konsumennya mana?,yaa aneh juga bpom sbenernya malah ngelarang review produk yg bisa aja mreka juga kecolongan pdhal bnyak juga yg udh bpom tapi terbukti pake bahan berbahaya gak cuma skincare yaa tapi obat an susu formula bpom sering kecolongan nah perlindungan konsumennya mana ,ya aneh juga bpom sebenarnya malah melarang review produk yang bisa saja mereka juga kecolongan padahal banyak juga yang sudah bpom tapi terbukti pakai bahan berbahaya enggak cuma skincare ya tapi obat an susu formula bpom sering kecolongan nah perlindungan konsumennya mana,"['ya', 'aneh', 'juga', 'bpom', 'sebenarnya', 'malah', 'melarang', 'review', 'produk', 'yang', 'bisa', 'saja', 'mereka', 'juga', 'kecolongan', 'padahal', 'banyak', 'juga', 'yang', 'sudah', 'bpom', 'tapi', 'terbukti', 'pakai', 'bahan', 'berbahaya', 'enggak', 'cuma', 'skincare', 'ya', 'tapi', 'obat', 'an', 'susu', 'formula', 'bpom', 'sering', 'kecolongan', 'nah', 'perlindungan', 'konsumennya', 'mana']","['aneh', 'bpom', 'melarang', 'review', 'produk', 'kecolongan', 'bpom', 'terbukti', 'pakai', 'bahan', 'berbahaya', 'skincare', 'obat', 'an', 'susu', 'formula', 'bpom', 'kecolongan', 'perlindungan', 'konsumennya']",aneh bpom larang review produk colong bpom bukti pakai bahan bahaya skincare obat an susu formula bpom colong lindung konsumen,"['aneh', 'bpom', 'larang', 'review', 'produk', 'colong', 'bpom', 'bukti', 'pakai', 'bahan', 'bahaya', 'skincare', 'obat', 'an', 'susu', 'formula', 'bpom', 'colong', 'lindung', 'konsumen']",-24,-1
BPOM RI membagikan beberapa tips aman yang bisa dilakukan ketika membeli kosmetik secara online agar terhindar dari produk berbahaya. Begini caranya. https://t.co/IMuwRP4vl5,bpom ri membagikan beberapa tips aman yang bisa dilakukan ketika membeli kosmetik secara online agar terhindar dari produk berbahaya. begini caranya. https://t.co/imuwrp4vl5,bpom ri membagikan beberapa tips aman yang bisa dilakukan ketika membeli kosmetik secara online agar terhindar dari produk berbahaya begini caranya ,bpom ri membagikan beberapa tips aman yang bisa dilakukan ketika membeli kosmetik secara online agar terhindar dari produk berbahaya begini caranya,"['bpom', 'ri', 'membagikan', 'beberapa', 'tips', 'aman', 'yang', 'bisa', 'dilakukan', 'ketika', 'membeli', 'kosmetik', 'secara', 'online', 'agar', 'terhindar', 'dari', 'produk', 'berbahaya', 'begini', 'caranya']","['bpom', 'ri', 'membagikan', 'tips', 'aman', 'membeli', 'kosmetik', 'online', 'terhindar', 'produk', 'berbahaya']",bpom ri bagi tips aman beli kosmetik online hindar produk bahaya,"['bpom', 'ri', 'bagi', 'tips', 'aman', 'beli', 'kosmetik', 'online', 'hindar', 'produk', 'bahaya']",-1,-1
Sejauh Apa skincare mengubah wajahmu? Alhamdulillahhhh Ditengah ramainya kasus skincare dengan kandungan yang berbahaya. Ibun ketemu skincare yang aman buat kulit. Bahannya Natural juga. Udah Halal Certified dan terdaftar di BPOM. Sejauh ini kerasa perubahannya di wajah https://t.co/Ct2MJPbdyo,sejauh apa skincare mengubah wajahmu? alhamdulillahhhh ditengah ramainya kasus skincare dengan kandungan yang berbahaya. ibun ketemu skincare yang aman buat kulit. bahannya natural juga. udah halal certified dan terdaftar di bpom. sejauh ini kerasa perubahannya di wajah https://t.co/ct2mjpbdyo,sejauh apa skincare mengubah wajahmu alhamdulillahh ditengah ramainya kasus skincare dengan kandungan yang berbahaya ibun ketemu skincare yang aman buat kulit bahannya natural juga udah halal certified dan terdaftar di bpom sejauh ini kerasa perubahannya di wajah ,sejauh apa skincare mengubah wajahmu alhamdulillahh ditengah ramainya kasus skincare dengan kandungan yang berbahaya ibun ketemu skincare yang aman buat kulit bahannya natural juga sudah halal certified dan terdaftar di bpom sejauh ini kerasa perubahannya di wajah,"['sejauh', 'apa', 'skincare', 'mengubah', 'wajahmu', 'alhamdulillahh', 'ditengah', 'ramainya', 'kasus', 'skincare', 'dengan', 'kandungan', 'yang', 'berbahaya', 'ibun', 'ketemu', 'skincare', 'yang', 'aman', 'buat', 'kulit', 'bahannya', 'natural', 'juga', 'sudah', 'halal', 'certified', 'dan', 'terdaftar', 'di', 'bpom', 'sejauh', 'ini', 'kerasa', 'perubahannya', 'di', 'wajah']","['skincare', 'mengubah', 'wajahmu', 'alhamdulillahh', 'ditengah', 'ramainya', 'skincare', 'kandungan', 'berbahaya', 'ibun', 'ketemu', 'skincare', 'aman', 'kulit', 'bahannya', 'natural', 'halal', 'certified', 'terdaftar', 'bpom', 'kerasa', 'perubahannya', 'wajah']",skincare ubah wajah alhamdulillahh tengah ramai skincare kandung bahaya ibun ketemu skincare aman kulit bahan natural halal certified daftar bpom rasa ubah wajah,"['skincare', 'ubah', 'wajah', 'alhamdulillahh', 'tengah', 'ramai', 'skincare', 'kandung', 'bahaya', 'ibun', 'ketemu', 'skincare', 'aman', 'kulit', 'bahan', 'natural', 'halal', 'certified', 'daftar', 'bpom', 'rasa', 'ubah', 'wajah']",-13,-1
Kalau benar skincare Heni berbahaya kenapa masih bisa beredar luas? BPOM harus usut tuntas! #HeniSagaraMafiaSkincare Usut Kosmetik Ilegal https://t.co/Tw8e4CEM3Q,kalau benar skincare heni berbahaya kenapa masih bisa beredar luas? bpom harus usut tuntas! #henisagaramafiaskincare usut kosmetik ilegal https://t.co/tw8e4cem3q,kalau benar skincare heni berbahaya kenapa masih bisa beredar luas bpom harus usut tuntas usut kosmetik ilegal ,kalau benar skincare heni berbahaya kenapa masih bisa beredar luas bpom harus usut tuntas usut kosmetik ilegal,"['kalau', 'benar', 'skincare', 'heni', 'berbahaya', 'kenapa', 'masih', 'bisa', 'beredar', 'luas', 'bpom', 'harus', 'usut', 'tuntas', 'usut', 'kosmetik', 'ilegal']","['skincare', 'heni', 'berbahaya', 'beredar', 'luas', 'bpom', 'usut', 'tuntas', 'usut', 'kosmetik', 'ilegal']",skincare heni bahaya edar luas bpom usut tuntas usut kosmetik ilegal,"['skincare', 'heni', 'bahaya', 'edar', 'luas', 'bpom', 'usut', 'tuntas', 'usut', 'kosmetik', 'ilegal']",2,1
percayakan bpom saja kata ss. padahal pas kita percaya 1. anak gagal ginjal krn obat sirup yg diresepkan dari rs ( sudah lolos bpom ) 2. skincare lolos bpom padhal mengandung bahan berbahaya ditarik kalau udah viral ada yg kasih bukti. #doktif #shellasaukia #dokterdetektif,percayakan bpom saja kata ss. padahal pas kita percaya 1. anak gagal ginjal krn obat sirup yg diresepkan dari rs ( sudah lolos bpom ) 2. skincare lolos bpom padhal mengandung bahan berbahaya ditarik kalau udah viral ada yg kasih bukti. #doktif #shellasaukia #dokterdetektif,percayakan bpom saja kata ss padahal pas kita percaya anak gagal ginjal krn obat sirup yg diresepkan dari rs sudah lolos bpom skincare lolos bpom padhal mengandung bahan berbahaya ditarik kalau udah viral ada yg kasih bukti ,percayakan bpom saja kata ss padahal pas kita percaya anak gagal ginjal karena obat sirup yang diresepkan dari rs sudah lolos bpom skincare lolos bpom padhal mengandung bahan berbahaya ditarik kalau sudah viral ada yang kasih bukti,"['percayakan', 'bpom', 'saja', 'kata', 'ss', 'padahal', 'pas', 'kita', 'percaya', 'anak', 'gagal', 'ginjal', 'karena', 'obat', 'sirup', 'yang', 'diresepkan', 'dari', 'rs', 'sudah', 'lolos', 'bpom', 'skincare', 'lolos', 'bpom', 'padhal', 'mengandung', 'bahan', 'berbahaya', 'ditarik', 'kalau', 'sudah', 'viral', 'ada', 'yang', 'kasih', 'bukti']","['percayakan', 'bpom', 'ss', 'percaya', 'anak', 'gagal', 'ginjal', 'obat', 'sirup', 'diresepkan', 'rs', 'lolos', 'bpom', 'skincare', 'lolos', 'bpom', 'padhal', 'mengandung', 'bahan', 'berbahaya', 'ditarik', 'viral', 'kasih', 'bukti']",percaya bpom ss percaya anak gagal ginjal obat sirup resep rs lolos bpom skincare lolos bpom padhal kandung bahan bahaya tarik viral kasih bukti,"['percaya', 'bpom', 'ss', 'percaya', 'anak', 'gagal', 'ginjal', 'obat', 'sirup', 'resep', 'rs', 'lolos', 'bpom', 'skincare', 'lolos', 'bpom', 'padhal', 'kandung', 'bahan', 'bahaya', 'tarik', 'viral', 'kasih', 'bukti']",-19,-1
Skincare dengan Kandungan Berbahaya Merajalela BPOM: Bisa Sebabkan Kerusakan Ginjal https://t.co/fGegnL8f7Y,skincare dengan kandungan berbahaya merajalela bpom: bisa sebabkan kerusakan ginjal https://t.co/fgegnl8f7y,skincare dengan kandungan berbahaya merajalela bpom bisa sebabkan kerusakan ginjal ,skincare dengan kandungan berbahaya merajalela bpom bisa sebabkan kerusakan ginjal,"['skincare', 'dengan', 'kandungan', 'berbahaya', 'merajalela', 'bpom', 'bisa', 'sebabkan', 'kerusakan', 'ginjal']","['skincare', 'kandungan', 'berbahaya', 'merajalela', 'bpom', 'sebabkan', 'kerusakan', 'ginjal']",skincare kandung bahaya rajalela bpom sebab rusa ginjal,"['skincare', 'kandung', 'bahaya', 'rajalela', 'bpom', 'sebab', 'rusa', 'ginjal']",-4,-1
Jangan mudah tergiur skincare murah tanpa cek BPOM! Banyak yang berbahaya termasuk produk dari mafia skincare! #BisnisHaramRezaGladys Usut Mafia Skincare https://t.co/g1kdu8Gq2y,jangan mudah tergiur skincare murah tanpa cek bpom! banyak yang berbahaya termasuk produk dari mafia skincare! #bisnisharamrezagladys usut mafia skincare https://t.co/g1kdu8gq2y,jangan mudah tergiur skincare murah tanpa cek bpom banyak yang berbahaya termasuk produk dari mafia skincare usut mafia skincare ,jangan mudah tergiur skincare murah tanpa cek bpom banyak yang berbahaya termasuk produk dari mafia skincare usut mafia skincare,"['jangan', 'mudah', 'tergiur', 'skincare', 'murah', 'tanpa', 'cek', 'bpom', 'banyak', 'yang', 'berbahaya', 'termasuk', 'produk', 'dari', 'mafia', 'skincare', 'usut', 'mafia', 'skincare']","['mudah', 'tergiur', 'skincare', 'murah', 'cek', 'bpom', 'berbahaya', 'produk', 'mafia', 'skincare', 'usut', 'mafia', 'skincare']",mudah giur skincare murah cek bpom bahaya produk mafia skincare usut mafia skincare,"['mudah', 'giur', 'skincare', 'murah', 'cek', 'bpom', 'bahaya', 'produk', 'mafia', 'skincare', 'usut', 'mafia', 'skincare']",-12,-1
